rank,slug,title,category,priority,governance_state,verification_score_percent,priority_score,score_before_priority_floor,priority_floor_applied,queue_band,queue_label,risk_points,search_demand_tier,search_demand_points,search_demand_source,search_demand_source_field,temporary_proxy_match,escalation_frequency_tier,escalation_frequency_points,escalation_frequency_source,business_criticality_tier,business_criticality_points,business_criticality_source,evidence_readiness_points,promotion_ready,missing_requirements
275,collect-server-logs-for-escalation,Collect server logs for escalation,Servers & Core Infrastructure,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
276,collect-windows-event-logs-for-escalation,Collect Windows event logs for escalation,Windows Endpoints,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
277,complete-a-post-incident-review,Complete a post-incident review,Service Desk & ITSM,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
278,configure-corporate-email-on-android,Configure corporate email on Android,Mobile Devices & MDM,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
279,coordinate-an-approved-server-restart,Coordinate an approved server restart,Servers & Core Infrastructure,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
280,correct-an-asset-inventory-mismatch,Correct an asset inventory mismatch,Lifecycle & Asset Management,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
281,create-a-problem-record-from-recurring-incidents,Create a problem record from recurring incidents,Service Desk & ITSM,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
282,create-or-update-a-knowledge-article,Create or update a knowledge article,Service Desk & ITSM,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
283,dispose-of-equipment-through-an-approved-process,Dispose of equipment through an approved process,Lifecycle & Asset Management,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
284,engage-a-third-party-vendor-for-support,Engage a third-party vendor for support,Service Desk & ITSM,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
285,enrol-a-mac-into-mdm,Enrol a Mac into MDM,macOS Endpoints,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
286,enrol-an-android-device-into-mdm,Enrol an Android device into MDM,Mobile Devices & MDM,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
287,enrol-an-iphone-or-ipad-into-mdm,Enrol an iPhone or iPad into MDM,Mobile Devices & MDM,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
288,escalate-a-cloud-quota-or-capacity-issue,Escalate a cloud quota or capacity issue,Cloud & Virtualisation,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
289,escalate-an-incident-with-complete-evidence,Escalate an incident with complete evidence,Service Desk & ITSM,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
290,grant-access-through-an-approved-request,Grant access through an approved request,Identity & Access Management,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
291,grant-calendar-delegate-access,Grant calendar delegate access,Identity & Access Management,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
292,handle-a-duplicate-incident,Handle a duplicate incident,Service Desk & ITSM,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
293,investigate-an-overheating-windows-device,Investigate an overheating Windows device,Windows Endpoints,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
294,investigate-unusual-fan-noise,Investigate unusual fan noise,Hardware & Peripherals,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
295,isolate-an-endpoint-through-approved-edr-controls,Isolate an endpoint through approved EDR controls,Security & Compliance,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
296,issue-and-track-a-loan-device,Issue and track a loan device,Hardware & Peripherals,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
297,join-a-windows-device-to-the-corporate-directory,Join a Windows device to the corporate directory,Windows Endpoints,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
298,link-an-incident-to-a-recent-change,Link an incident to a recent change,Service Desk & ITSM,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
299,manage-a-distribution-group-membership-request,Manage a distribution group membership request,Identity & Access Management,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
300,manage-an-sla-breach-risk,Manage an SLA breach risk,Service Desk & ITSM,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
301,migrate-an-authenticator-to-a-replacement-phone,Migrate an authenticator to a replacement phone,Mobile Devices & MDM,P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
302,migrate-user-data-to-a-replacement-device,Migrate user data to a replacement device,"Data Protection, Backup & Recovery",P2,under_review,24,30,22,true,planned,Planned,20,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
